key,riot_id,name,title,primary_role,tags,counters,against,synergy_good,synergy_bad
235,Senna,Senna,A Redentora,Marksman,Support|Marksman,Maokai|Thresh|Tahm Kench|Rell|Amumu,Shaco|Lucian|Samira|Kha'Zix|Quinn,Katarina|Kai'Sa|Singed,Talon|Lucian|Caitlyn
147,Seraphine,Seraphine,a Cantora Sonhadora,Mage,Support|Mage,Hecarim|Warwick|Rengar|Kled|Briar,Talon|Kha'Zix|Samira|Shaco|Tristana,Alistar|Singed|Cho'Gath,Twitch|Shaco|Kennen
875,Sett,Sett,o Chefe,Fighter,Fighter|Tank,Leona|Thresh|Braum|Alistar|Malphite,Evelynn|Heimerdinger|Orianna|Brand|Ryze,Leona|Rammus|Ahri,Jayce|K'Sante|Volibear
35,Shaco,Shaco,o Bufão Demoníaco,Assassin,Assassin,Zeri|Soraka|Ryze|Lulu|Janna,Alistar|Sejuani|Nunu e Willump|Rell|Singed,Kog'Maw|Leona|Ivern,Senna|Tristana|Kalista
98,Shen,Shen,o Olho do Crepúsculo,Tank,Tank,Lucian|Shaco|Qiyana|Samira|Zed,Lillia|Yasuo|Shyvana|Yone|Poppy,Ryze|Syndra|Caitlyn,Ornn|Taric|Thresh
102,Shyvana,Shyvana,a Meio-Dragão,Fighter,Fighter|Tank,Tahm Kench|Singed|Ornn|Leona|Amumu,Lux|Cassiopeia|Janna|Malzahar|Kai'Sa,Evelynn|Corki|Singed,Yorick|Sett|Gwen
27,Singed,Singed,o Químico Louco,Tank,Tank|Mage,Samira|Twitch|Kha'Zix|Quinn|Zed,Kalista|Trundle|Zac|Ashe|Volibear,Draven|Renata Glasc|Malzahar,Maokai|Nunu e Willump|Ornn
14,Sion,Sion,o Colosso Morto-Vivo,Fighter,Tank|Fighter,Ornn|Shen|Nautilus|Maokai|Malphite,Elise|Kennen|Morgana|Annie|Cassiopeia,Seraphine|Braum|Evelynn,Garen|Olaf|Ambessa
15,Sivir,Sivir,a Mestra da Batalha,Marksman,Marksman,Galio|Braum|Blitzcrank|Malphite|Maokai,Tristana|Akshan|Lucian|Samira|Akali,Lissandra|Teemo|Yuumi,Draven|Qiyana|Quinn
72,Skarner,Skarner,o Soberano Primordial,Fighter,Tank|Fighter,Maokai|Taric|Braum|Sejuani|Amumu,Zyra|Milio|Twisted Fate|Kassadin|Malzahar,Rakan|Sona|Yuumi,Lee Sin|Bel'Veth|Zaahen
901,Smolder,Smolder,o Filhote Flamejante,Mage,Marksman|Mage,Volibear|Warwick|Kayn|Jayce|Rengar,Shaco|Pyke|Samira|Lucian|Twitch,Aphelios|Alistar|Cho'Gath,Akshan|Shaco|Vel'Koz
37,Sona,Sona,a Mestra das Cordas,Mage,Support|Mage,Briar|Rengar|Wukong|Urgot|Gragas,Akshan|Samira|Tristana|Pyke|Quinn,Ornn|Rammus|Graves,Jhin|Kha'Zix|Twitch
16,Soraka,Soraka,a Filha das Estrelas,Mage,Support|Mage,Tryndamere|Naafiri|Camille|Nocturne|Jayce,Shaco|Quinn|Tristana|Zed|Lucian,Thresh|Rell|Nautilus,Annie|Xerath|Fiddlesticks
50,Swain,Swain,o Grande General Noxiano,Mage,Mage|Support,Udyr|Vladimir|Urgot|Riven|Nocturne,Quinn|Lucian|Shaco|Talon|Vayne,Aphelios|Shen|Leona,LeBlanc|Neeko|Lux
517,Sylas,Sylas,o Abjugado,Mage,Mage|Assassin,Illaoi|Shyvana|Nocturne|Briar|Volibear,Tristana|Talon|Shaco|Kha'Zix|Pyke,Singed|Jinx|Senna,Brand|Evelynn|Milio
134,Syndra,Syndra,a Soberana Sombria,Mage,Mage,Viego|Irelia|Kled|Aatrox|Sett,Akshan|Shaco|Qiyana|Pyke|Twitch,Senna|Xayah|Kindred,Veigar|Kog'Maw|Karthus
223,TahmKench,Tahm Kench,o Rei do Rio,Tank,Tank|Support,Twitch|Talon|Qiyana|Quinn|Akali,Zeri|Vi|Ashe|Nilah|Nocturne,Jhin|Brand|Sylas,Nautilus|Galio|Braum
163,Taliyah,Taliyah,a Tecelã de Pedras,Mage,Mage|Support,Yone|Trundle|Garen|K'Sante|Irelia,Vayne|Kha'Zix|Samira|Talon|Shaco,Jinx|Taric|Kalista,Teemo|Ryze|Pyke
91,Talon,Talon,a Sombra da Lâmina,Assassin,Assassin,Corki|Miss Fortune|Janna|Senna|Varus,Alistar|Ornn|Maokai|Cho'Gath|Malphite,Cho'Gath|Katarina|Kog'Maw,Aphelios|Qiyana|Zeri
44,Taric,Taric,o Escudo de Valoran,Tank,Support|Tank,Twitch|Tristana|Akali|Qiyana|Zed,Riven|Sett|Ashe|Trundle|Urgot,Janna|Kai'Sa|Neeko,Singed|Thresh|Ornn
17,Teemo,Teemo,o Explorador Veloz,Mage,Marksman|Mage,Diana|Gragas|Rengar|Yone|Udyr,Samira|Twitch|Kha'Zix|Quinn|Zed,Aphelios|Senna|Caitlyn,Aurelion Sol|Vel'Koz|Sona
412,Thresh,Thresh,o Guardião das Correntes,Tank,Support|Tank,Talon|Vayne|Tristana|Zed|Samira,Fizz|Master Yi|Vladimir|Darius|Rengar,Ziggs|Brand|Caitlyn,Leona|Blitzcrank|Galio
18,Tristana,Tristana,a Artilheira Yordle,Assassin,Marksman|Assassin,Katarina|Ekko|Milio|Sona|Kassadin,Sejuani|Tahm Kench|Amumu|Cho'Gath|Leona,LeBlanc|Blitzcrank|Sejuani,Draven|Kha'Zix|Qiyana
48,Trundle,Trundle,o Rei dos Trolls,Fighter,Fighter|Tank,Maokai|Sejuani|Shen|Ornn|Alistar,Nidalee|Ryze|Corki|Cassiopeia|Mel,Brand|Milio|Mel,Viego|Tristana|Vi
23,Tryndamere,Tryndamere,o Rei Bárbaro,Fighter,Fighter|Assassin,Ornn|Alistar|Amumu|Leona|Braum,Seraphine|Heimerdinger|Sona|Karma|Syndra,Leona|Braum|Rakan,Kayn|Poppy|Akali
4,TwistedFate,Twisted Fate,o Mestre das Cartas,Mage,Mage|Marksman,Nilah|Wukong|Volibear|Garen|Renekton,Pyke|Samira|Shaco|Vayne|Akali,Leona|Thresh|Caitlyn,Ziggs|Miss Fortune|Kog'Maw
29,Twitch,Twitch,o Semeador da Peste,Assassin,Marksman|Assassin,Twisted Fate|Yunara|Zoe|Vex|Lux,Sejuani|Leona|Malphite|Amumu|Nautilus,Nautilus|Ryze|Rell,Pyke|Zeri|Caitlyn
77,Udyr,Udyr,o Andarilho Espiritual,Fighter,Fighter|Tank,Nautilus|Thresh|Taric|Ornn|Malphite,Renata Glasc|Lux|Azir|Neeko|Kayle,Zilean|Vel'Koz|Leona,Jarvan IV|Vladimir|Urgot
6,Urgot,Urgot,o Encouraçado,Fighter,Fighter|Tank,Amumu|Thresh|Tahm Kench|Singed|Galio,Azir|Twisted Fate|Lissandra|Karthus|LeBlanc,Kennen|Ahri|Annie,Lucian|Aatrox|Jayce
110,Varus,Varus,a Flecha da Vingança,Mage,Marksman|Mage,Renekton|Garen|Ambessa|Nocturne|Skarner,Lucian|Qiyana|Zed|Vayne|Twitch,Sejuani|Ashe|Blitzcrank,Syndra|Pyke|Evelynn
67,Vayne,Vayne,a Caçadora Noturna,Assassin,Marksman|Assassin,Jhin|Ashe|Xayah|Nidalee|Syndra,Nautilus|Thresh|Taric|Ornn|Malphite,Ryze|Thresh|Nunu e Willump,Zeri|Zed|Kha'Zix
45,Veigar,Veigar,o Pequeno Mestre do Mal,Mage,Mage,Gangplank|Kled|Sett|Briar|Tryndamere,Akali|Akshan|Qiyana|Kha'Zix|Zed,Sivir|Rammus|Taric,Kassadin|Neeko|Taliyah
161,Velkoz,Vel'Koz,o Olho do Vazio,Mage,Mage|Support,Shyvana|Sion|Renekton|Sett|Urgot,Tristana|Pyke|Samira|Vayne|Shaco,Sejuani|Malphite|Tahm Kench,Twitch|Karma|Seraphine
711,Vex,Vex,a Melancolista,Mage,Mage,Irelia|Zaahen|Diana|Gwen|Sion,Qiyana|Talon|Kha'Zix|Samira|Pyke,Senna|Singed|Tahm Kench,Jhin|Varus|Sylas
254,Vi,Vi,a Defensora de Piltover,Fighter,Fighter|Assassin,Maokai|Blitzcrank|Singed|Malphite|Rammus,Nidalee|Ekko|Milio|Zoe|Ziggs,Tahm Kench|Zoe|Taric,Sion|Urgot|Aatrox
234,Viego,Viego,O Rei Destruído,Fighter,Fighter|Assassin,Maokai|Thresh|Nautilus|Alistar|Leona,Miss Fortune|Varus|Corki|Sylas|Teemo,Thresh|Milio|Veigar,Vayne|Nocturne|Gnar
112,Viktor,Viktor,o Arauto do Arcano,Mage,Mage,Renekton|Volibear|Rumble|Pantheon|Briar,Qiyana|Talon|Lucian|Akshan|Twitch,Malphite|Rakan|Cho'Gath,Karma|Vex|Miss Fortune
8,Vladimir,Vladimir,o Sanguinário Escarlate,Fighter,Mage|Fighter,Maokai|Tahm Kench|Thresh|Alistar|Leona,Janna|Morgana|Soraka|Kog'Maw|Ryze,Taric|Viktor|Leona,Zed|Kayn|Volibear
106,Volibear,Volibear,a Tempestade Implacável,Fighter,Fighter|Tank,Rell|Amumu|Galio|Nunu e Willump|Singed,Viktor|Nidalee|Teemo|Jhin|Kog'Maw,Renata Glasc|Brand|Thresh,Pantheon|Nocturne|Kled
19,Warwick,Warwick,a Ira Desimpedida de Zaun,Fighter,Fighter|Tank,Braum|Cho'Gath|Thresh|Singed|Shen,Aurelion Sol|Zilean|Lux|Miss Fortune|Milio,Cassiopeia|Ekko|Karthus,Hecarim|Briar|Zed
62,MonkeyKing,Wukong,o Macaco Rei,Fighter,Fighter|Tank,Rammus|Cho'Gath|Maokai|Malphite|Alistar,Kassadin|Nidalee|Yuumi|Karma|Zoe,Zyra|Brand|Milio,Aatrox|Rek'Sai|Qiyana
498,Xayah,Xayah,a Rebelde,Marksman,Marksman,Thresh|Ornn|Alistar|Singed|Nautilus,Kha'Zix|Quinn|Akali|Lucian|Twitch,Corki|Elise|Seraphine,Vayne|Lucian|Graves
101,Xerath,Xerath,o Mago Ascendente,Mage,Mage|Support,Ambessa|Kled|Viego|Poppy|K'Sante,Qiyana|Pyke|Akali|Vayne|Zed,Rell|Amumu|Nunu e Willump,Vayne|Lissandra|Cassiopeia
5,XinZhao,Xin Zhao,o Senescal de Demacia,Fighter,Fighter|Tank,Thresh|Cho'Gath|Tahm Kench|Maokai|Malphite,Soraka|Katarina|Ekko|Kassadin|Lissandra,Viktor|Morgana|Taric,Tristana|Pantheon|Sett
157,Yasuo,Yasuo,o Imperdoável,Fighter,Fighter|Assassin,Thresh|Galio|Taric|Nautilus|Shen,Katarina|Xerath|Syndra|Viktor|LeBlanc,LeBlanc|Anivia|Sejuani,Briar|Pantheon|Aatrox
777,Yone,Yone,o Inesquecido,Fighter,Fighter|Assassin,Maokai|Leona|Rell|Galio|Alistar,Vex|Miss Fortune|Fiddlesticks|Vel'Koz|Kassadin,Katarina|Cassiopeia|Bardo,Ambessa|Sion|Shaco
83,Yorick,Yorick,o Pastor de Almas,Fighter,Fighter|Tank,Malphite|Tahm Kench|Maokai|Singed|Nautilus,Syndra|Kassadin|Vex|Ekko|Orianna,Katarina|Cho'Gath|Ivern,Kha'Zix|Sett|Twitch
804,Yunara,Yunara,a Fé Inabalável,Marksman,Marksman,Nunu e Willump|Tahm Kench|Shen|Rammus|Ornn,Akshan|Samira|Lucian|Pyke|Quinn,Azir|Veigar|Rakan,Tristana|Kalista|Quinn
350,Yuumi,Yuumi,a Gata Mágica,Mage,Support|Mage,Viego|Shyvana|Pantheon|K'Sante|Lillia,Lucian|Akali|Quinn|Samira|Qiyana,Amumu|Rakan|Alistar,Taliyah|Morgana|Shaco
904,Zaahen,Zaahen,O Indissociável,Fighter,Fighter|Assassin,Leona|Taric|Rell|Alistar|Braum,Janna|Lux|Malzahar|Ekko|Viktor,Morgana|Thresh|Corki,Volibear|Akali|Samira
154,Zac,Zac,a Arma Secreta,Fighter,Tank|Fighter,Cho'Gath|Malphite|Singed|Tahm Kench|Galio,Annie|Corki|Mel|Teemo|Malzahar,Blitzcrank|Ekko|Zyra,Samira|Aatrox|Ambessa
238,Zed,Zed,o Mestre das Sombras,Assassin,Assassin,Janna|Sylas|Kog'Maw|Katarina|Azir,Malphite|Singed|Maokai|Ornn|Amumu,Syndra|Zoe|Ornn,Zeri|Jinx|Kha'Zix
221,Zeri,Zeri,A Faísca de Zaun,Marksman,Marksman,Amumu|Ornn|Thresh|Sejuani|Blitzcrank,Talon|Akali|Vayne|Pyke|Quinn,Tahm Kench|Vex|Sylas,Shaco|Pyke|Sivir
115,Ziggs,Ziggs,o Especialista em Hexplosivos,Mage,Mage,Pantheon|Lillia|Rek'Sai|K'Sante|Naafiri,Quinn|Shaco|Akshan|Lucian|Akali,Rell|Rammus|Xayah,Kennen|Teemo|Pyke
26,Zilean,Zilean,o Guardião do Tempo,Mage,Support|Mage,Rumble|Yorick|Fiora|Jayce|Viego,Samira|Zed|Shaco|Qiyana|Twitch,Graves|Cho'Gath|Rammus,Tristana|Ziggs|Milio
142,Zoe,Zoe,o Aspecto do Crepúsculo,Mage,Mage,Gangplank|Skarner|Renekton|Wukong|Sion,Qiyana|Zed|Akshan|Samira|Kha'Zix,Nunu e Willump|Senna|Aphelios,Hwei|Ziggs|Varus
143,Zyra,Zyra,a Ascensão dos Espinhos,Mage,Mage|Support,Poppy|Lee Sin|Fizz|Lillia|Dr. Mundo,Zed|Lucian|Akali|Qiyana|Quinn,Maokai|Rammus|Taric,Swain|Orianna|Nami
